x,cdf
-5.000,0.000000300906647
-4.990,0.000000316605905
-4.980,0.000000333101749
-4.970,0.000000350432999
-4.960,0.000000368640281
-4.950,0.000000387766102
-4.940,0.000000407854936
-4.930,0.000000428953308
-4.920,0.000000451109883
-4.910,0.000000474375560
-4.900,0.000000498803568
-4.890,0.000000524449570
-4.880,0.000000551371762
-4.870,0.000000579630986
-4.860,0.000000609290844
-4.850,0.000000640417812
-4.840,0.000000673081368
-4.830,0.000000707354113
-4.820,0.000000743311909
-4.810,0.000000781034016
-4.800,0.000000820603230
-4.790,0.000000862106039
-4.780,0.000000905632773
-4.770,0.000000951277765
-4.760,0.000000999139520
-4.750,0.000001049320885
-4.740,0.000001101929232
-4.730,0.000001157076643
-4.720,0.000001214880104
-4.710,0.000001275461706
-4.700,0.000001338948857
-4.690,0.000001405474495
-4.680,0.000001475177314
-4.670,0.000001548201999
-4.660,0.000001624699467
-4.650,0.000001704827120
-4.640,0.000001788749103
-4.630,0.000001876636575
-4.620,0.000001968667992
-4.610,0.000002065029395
-4.600,0.000002165914709
-4.590,0.000002271526062
-4.580,0.000002382074102
-4.570,0.000002497778336
-4.560,0.000002618867475
-4.550,0.000002745579796
-4.540,0.000002878163513
-4.530,0.000003016877166
-4.520,0.000003161990016
-4.510,0.000003313782464
-4.500,0.000003472546476
-4.490,0.000003638586029
-4.480,0.000003812217568
-4.470,0.000003993770483
-4.460,0.000004183587600
-4.450,0.000004382025690
-4.440,0.000004589455994
-4.430,0.000004806264768
-4.420,0.000005032853846
-4.410,0.000005269641224
-4.400,0.000005517061656
-4.390,0.000005775567283
-4.380,0.000006045628271
-4.370,0.000006327733478
-4.360,0.000006622391138
-4.350,0.000006930129576
-4.340,0.000007251497933
-4.330,0.000007587066928
-4.320,0.000007937429642
-4.310,0.000008303202317
-4.300,0.000008685025200
-4.290,0.000009083563393
-4.280,0.000009499507749
-4.270,0.000009933575787
-4.260,0.000010386512634
-4.250,0.000010859092006
-4.240,0.000011352117210
-4.230,0.000011866422189
-4.220,0.000012402872585
-4.210,0.000012962366849
-4.200,0.000013545837380
-4.190,0.000014154251694
-4.180,0.000014788613639
-4.170,0.000015449964638
-4.160,0.000016139384980
-4.150,0.000016857995136
-4.140,0.000017606957129
-4.130,0.000018387475936
-4.120,0.000019200800935
-4.110,0.000020048227395
-4.100,0.000020931098011
-4.090,0.000021850804481
-4.080,0.000022808789130
-4.070,0.000023806546588
-4.060,0.000024845625504
-4.050,0.000025927630319
-4.040,0.000027054223090
-4.030,0.000028227125358
-4.020,0.000029448120077
-4.010,0.000030719053596
-4.000,0.000032041837691
-3.990,0.000033418451660
-3.980,0.000034850944473
-3.970,0.000036341436984
-3.960,0.000037892124198
-3.950,0.000039505277609
-3.940,0.000041183247590
-3.930,0.000042928465857
-3.920,0.000044743447995
-3.910,0.000046630796049
-3.900,0.000048593201190
-3.890,0.000050633446445
-3.880,0.000052754409502
-3.870,0.000054959065584
-3.860,0.000057250490403
-3.850,0.000059631863187
-3.840,0.000062106469779
-3.830,0.000064677705826
-3.820,0.000067349080037
-3.810,0.000070124217529
-3.800,0.000073006863254
-3.790,0.000076000885511
-3.780,0.000079110279546
-3.770,0.000082339171233
-3.760,0.000085691820852
-3.750,0.000089172626956
-3.740,0.000092786130323
-3.730,0.000096537018013
-3.720,0.000100430127509
-3.710,0.000104470450966
-3.700,0.000108663139547
-3.690,0.000113013507865
-3.680,0.000117527038529
-3.670,0.000122209386783
-3.660,0.000127066385260
-3.650,0.000132104048837
-3.640,0.000137328579594
-3.630,0.000142746371886
-3.620,0.000148364017529
-3.610,0.000154188311084
-3.600,0.000160226255274
-3.590,0.000166485066493
-3.580,0.000172972180453
-3.570,0.000179695257931
-3.560,0.000186662190644
-3.550,0.000193881107241
-3.540,0.000201360379418
-3.530,0.000209108628154
-3.520,0.000217134730071
-3.510,0.000225447823921
-3.500,0.000234057317197
-3.490,0.000242972892873
-3.480,0.000252204516273
-3.470,0.000261762442068
-3.460,0.000271657221407
-3.450,0.000281899709175
-3.440,0.000292501071389
-3.430,0.000303472792725
-3.420,0.000314826684181
-3.410,0.000326574890872
-3.400,0.000338729899966
-3.390,0.000351304548755
-3.380,0.000364312032862
-3.370,0.000377765914589
-3.360,0.000391680131402
-3.350,0.000406069004555
-3.340,0.000420947247855
-3.330,0.000436329976567
-3.320,0.000452232716457
-3.310,0.000468671412975
-3.300,0.000485662440586
-3.290,0.000503222612230
-3.280,0.000521369188930
-3.270,0.000540119889540
-3.260,0.000559492900629
-3.250,0.000579506886508
-3.240,0.000600180999396
-3.230,0.000621534889722
-3.220,0.000643588716570
-3.210,0.000666363158253
-3.200,0.000689879423036
-3.190,0.000714159259980
-3.180,0.000739224969932
-3.170,0.000765099416641
-3.160,0.000791806038011
-3.150,0.000819368857480
-3.140,0.000847812495530
-3.130,0.000877162181324
-3.120,0.000907443764470
-3.110,0.000938683726904
-3.100,0.000970909194897
-3.090,0.001004147951183
-3.080,0.001038428447200
-3.070,0.001073779815446
-3.060,0.001110231881950
-3.050,0.001147815178841
-3.040,0.001186560957042
-3.030,0.001226501199041
-3.020,0.001267668631786
